-1.716936687452943922e+00,-5.481973210251164796e-02
-1.097005848322159638e+00,-1.641948442555020704e-01
-2.128907710870928394e-01,-4.383374038438134779e-01
-1.004374300370429879e-01,-7.813176234508454332e-01
-4.163271301710099737e-01,-1.091130358420177249e+00
-5.768826788236686154e-01,-1.176637639752203590e+00
-3.493832462009048845e-01,-7.516513465036556152e-01
-9.217385635072201933e-02,-1.443549226404629016e-01
2.278016594173241371e-01,-8.945357844357562649e-02
1.094970110646392714e+00,-8.867420823578944233e-01
1.793044757037503212e+00,-1.732549380942513650e+00
1.692530022066240258e+00,-1.551212936966463340e+00
1.763695227168088575e+00,-1.607700614971179442e+00
1.793044757037502990e+00,-1.732549380942512762e+00
5.532635320914294219e-01,-8.709102153225900533e-01
2.554388046553529024e-01,1.091633733342275807e-02
1.436481258813872008e+00,1.617007107114077358e-01
2.095707545943316763e+00,4.838097276700110694e-01
1.966250183263793527e+00,9.525377237319581081e-01
1.469123942878868494e+00,1.292516568219797657e+00
1.016650344481565771e+00,1.117131653295837967e+00
7.731685460466881654e-01,3.067717803319119918e-01
7.389474018762640650e-01,-2.341038326618716525e-01
7.523926743042340659e-01,-1.792650890355425575e-01
6.824736209006103671e-01,-1.650906407559284417e-01
5.073880480912948965e-01,-2.969168718098526560e-01
3.806120266338604563e-01,-2.928241970659687388e-01
3.360259288283705126e-01,2.672818351812555893e-01
3.280428108172581125e-01,1.197913945369599720e+00
3.433250375904198237e-01,1.804363596429273020e+00
4.488555828323268493e-01,1.574996474707680560e+00
3.119230402349937314e-01,8.107384661732910391e-01
1.946423559823932600e-02,1.483325076387534136e-01
-9.217385635072128380e-02,-1.443549226404627628e-01
1.044349301964705573e-01,-2.845062883885764449e-01
2.961172145351303464e-01,-4.928306659527723621e-01
4.481743808518129923e-01,-2.999454783944431602e-02
5.074854223231662909e-01,1.628153633532435363e-01
2.798531908592015172e-01,-4.485202533957764054e-02
4.701446611773060086e-02,1.149001601186983440e-01
-1.573849365485504581e-01,-2.636310534206808692e-02
-4.083938641293482497e-01,-3.360622927602484045e-01
-6.653414809488021886e-01,-4.663539660869069903e-01
-6.975682534551398417e-01,-1.260209020707975913e+00
-4.814927115564060500e-01,-2.403509832771963062e+00
-1.815702508767697565e-01,-2.737392114636773677e+00
1.732720809407870821e-01,-2.172141168995898042e+00
6.001058338706564133e-01,-1.489997094357664587e+00
7.674613597804162968e-01,-7.532959872626564524e-01
5.423945637917954032e-01,-6.132117620982925343e-01
3.904509043986158501e-01,-1.282069641051031494e+00
6.001058338706564133e-01,-1.489997094357664587e+00
1.310750478939548325e+00,-1.508826379597252298e+00
1.793044757037502990e+00,-1.732549380942512762e+00
1.015647311005033249e+00,-6.633765051140482205e-01
2.975528799492652143e-01,4.243288637678035435e-01
5.043822017741566785e-03,7.626210502291865811e-01
2.704740768724984701e-01,3.022479677673755583e-01
6.289996911685155068e-01,-4.684484557712487174e-01
7.249805072006385576e-01,-9.658407802528542474e-01
7.607334924699542533e-01,-1.261217253956991025e+00
6.078568430321596994e-01,-1.181885975953812284e+00
2.861181171326667161e-01,-9.296556637087530772e-01
-5.519495125914291450e-02,-4.223496564288911626e-02
-2.902198291063363134e-01,8.806609550472245251e-01
-5.656689613217107393e-01,9.042502382694109775e-01
-7.351623246147989121e-01,1.319910018499479698e-01
-5.004238433243154427e-01,-2.262555690260255326e-01
2.016664196793796493e-01,-3.183498488308586158e-03
8.869243521747774972e-01,-3.315534362616153197e-01
1.354132449472347899e+00,-1.095942065193141968e+00
1.793044757037502990e+00,-1.732549380942512762e+00
1.692530022066240702e+00,-1.551212936966464007e+00
1.763695227168088575e+00,-1.607700614971179442e+00
1.793044757037502990e+00,-1.732549380942512762e+00
1.634025490796938040e+00,-1.238267908524713024e+00
1.770132409519050043e+00,-7.069104625520218343e-01
1.818630493422816574e+00,-2.684154226240210162e-01
1.405044440168378594e+00,1.375077365598809664e-01
8.644839610289191123e-01,3.098815417681675122e-01
6.134093416956195588e-01,2.099341661813177995e-01
6.884945881158507364e-01,2.967660858825476033e-01
