4.856938938634616787e-01,1.218436164375818187e+01
1.297095348087189626e+00,1.310388663649549912e+01
2.459391307316998176e+00,1.458570438769218391e+01
2.916553507636957754e+00,1.321469493183655608e+01
2.631135256628360342e+00,1.030589882818538250e+01
1.581778919835741926e+00,6.288261246768917623e+00
4.241037611737211721e-01,2.774984923182025387e+00
-5.788720458154562598e-01,1.056380548960537125e+00
-5.051353350058150893e-01,1.220712266242588662e+00
-3.366268955045590427e-01,1.101871470377668638e+00
-1.104286409021963955e-01,1.272831571490794511e+00
2.613098077951847911e-02,1.634387082534007218e+00
6.057530982727823282e-02,2.211758981748203734e+00
1.000339252163837955e-01,2.159805044890280357e+00
7.114732170589380122e-02,2.108791822236370184e+00
1.835286053326898315e-01,2.142899415348367143e+00
1.536903832345589138e-01,1.829782447996033401e+00
9.129109646252299148e-01,1.844282922808406555e+00
1.915574195200000052e+00,1.997653198474382830e+00
2.914544708592916145e+00,2.323806915091786163e+00
3.135106271866402672e+00,2.261576048476811263e+00
2.598519328606919920e+00,1.890884794198335772e+00
1.438403775118605843e+00,1.344514150053716328e+00
4.052151064422696014e-01,7.660485651748171199e-01
-3.801396428906546610e-01,2.168789111357772859e-01
-3.499640484351910219e-01,-1.952728637874429352e-01
-3.440950447883763252e-01,-8.076493136584598220e-01
-1.755037962534689577e-01,-1.038443728129633037e+00
-3.188256315252584461e-01,-1.999886591800092539e+00
-5.013323864145063924e-01,-2.809095993254411727e+00
-7.370596954284929225e-01,-3.484661647446874344e+00
-5.449663692230247714e-01,-2.963181739892672084e+00
-2.940477377274883231e-01,-1.758515144377961414e+00
-5.693502973261711092e-02,-1.565904103485907362e+00
-1.121599481960546263e-01,-2.193000860179982858e+00
-3.439274146471047455e-01,-3.218996055152004487e+00
-5.527778648042452891e-01,-3.378883164824256102e+00
-5.032274405202247225e-01,-2.900210533794446377e+00
-1.580442576977243163e-01,-1.948977818887188906e+00
1.009314435031545137e-01,-9.402069041651817116e-01
4.636386338944855079e-01,-1.037617538162116104e-01
5.570085105361446409e-01,1.514191397127493399e-01
8.514445049984209479e-01,2.659879280805777513e-01
9.420595503804474191e-01,5.743881054497965710e-01
1.123235734251090578e+00,7.448447084744779234e-01
1.175703511719657035e+00,1.230811840581420125e+00
1.175620406389960682e+00,1.417796832204806012e+00
1.181120998917013498e+00,1.453122176126538267e+00
9.222988301516823473e-01,9.450654721122574431e-01
4.972795561377940099e-01,-1.921046555804712952e-01
-3.809926048008108884e-02,-7.305274142973395834e-01
-1.857983579415409536e-01,-8.863886370235319889e-01
-2.273958901596670468e-01,-5.014140482809005261e-01
2.418501853057817771e-02,-3.313032071138140022e-01
2.356291007993028749e-02,-1.235068229036683299e-02
1.346469926135896167e-01,2.495515652439179999e-01
